sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,eta
70.7,71.1,71.7,70.9,70.8,70.3,69.7,66.0,70.3,70.9,71.5,71.3,0.8438818565400844
71.1,71.7,70.9,70.8,70.3,69.7,66.0,70.3,70.9,71.5,71.3,71.1,0.8695652173913043
71.7,70.9,70.8,70.3,69.7,66.0,70.3,70.9,71.5,71.3,71.1,69.0,0.8955223880597015
70.9,70.8,70.3,69.7,66.0,70.3,70.9,71.5,71.3,71.1,69.0,67.0,0.9146341463414634
70.8,70.3,69.7,66.0,70.3,70.9,71.5,71.3,71.1,69.0,67.0,65.6,0.9188361408882083
70.3,69.7,66.0,70.3,70.9,71.5,71.3,71.1,69.0,67.0,65.6,65.3,0.8683068017366137
69.7,66.0,70.3,70.9,71.5,71.3,71.1,69.0,67.0,65.6,65.3,69.1,0.8534850640113798
66.0,70.3,70.9,71.5,71.3,71.1,69.0,67.0,65.6,65.3,69.1,70.3,0.8486562942008486
70.3,70.9,71.5,71.3,71.1,69.0,67.0,65.6,65.3,69.1,70.3,70.7,0.8547008547008548
70.9,71.5,71.3,71.1,69.0,67.0,65.6,65.3,69.1,70.3,70.7,70.2,0.8784773060029283
71.5,71.3,71.1,69.0,67.0,65.6,65.3,69.1,70.3,70.7,70.2,68.3,0.8968609865470851
71.3,71.1,69.0,67.0,65.6,65.3,69.1,70.3,70.7,70.2,68.3,66.9,0.8915304606240714
71.1,69.0,67.0,65.6,65.3,69.1,70.3,70.7,70.2,68.3,66.9,67.3,0.9022556390977443
69.0,67.0,65.6,65.3,69.1,70.3,70.7,70.2,68.3,66.9,67.3,66.5,0.8928571428571428
67.0,65.6,65.3,69.1,70.3,70.7,70.2,68.3,66.9,67.3,66.5,67.2,0.8955223880597015
65.6,65.3,69.1,70.3,70.7,70.2,68.3,66.9,67.3,66.5,67.2,67.0,0.9216589861751153
65.3,69.1,70.3,70.7,70.2,68.3,66.9,67.3,66.5,67.2,67.0,65.1,0.9331259720062209
69.1,70.3,70.7,70.2,68.3,66.9,67.3,66.5,67.2,67.0,65.1,64.3,0.966183574879227
70.3,70.7,70.2,68.3,66.9,67.3,66.5,67.2,67.0,65.1,64.3,62.1,0.9852216748768473
70.7,70.2,68.3,66.9,67.3,66.5,67.2,67.0,65.1,64.3,62.1,60.9,1.0398613518197573
70.2,68.3,66.9,67.3,66.5,67.2,67.0,65.1,64.3,62.1,60.9,57.7,1.0135135135135134
68.3,66.9,67.3,66.5,67.2,67.0,65.1,64.3,62.1,60.9,57.7,59.2,1.0169491525423728
66.9,67.3,66.5,67.2,67.0,65.1,64.3,62.1,60.9,57.7,59.2,59.0,1.0563380281690142
67.3,66.5,67.2,67.0,65.1,64.3,62.1,60.9,57.7,59.2,59.0,56.8,1.0638297872340425
66.5,67.2,67.0,65.1,64.3,62.1,60.9,57.7,59.2,59.0,56.8,56.4,1.0563380281690142
67.2,67.0,65.1,64.3,62.1,60.9,57.7,59.2,59.0,56.8,56.4,56.8,1.0582010582010581
67.0,65.1,64.3,62.1,60.9,57.7,59.2,59.0,56.8,56.4,56.8,56.7,1.0489510489510487
65.1,64.3,62.1,60.9,57.7,59.2,59.0,56.8,56.4,56.8,56.7,57.2,1.1049723756906078
64.3,62.1,60.9,57.7,59.2,59.0,56.8,56.4,56.8,56.7,57.2,54.3,1.088929219600726
62.1,60.9,57.7,59.2,59.0,56.8,56.4,56.8,56.7,57.2,54.3,55.1,1.0909090909090908
60.9,57.7,59.2,59.0,56.8,56.4,56.8,56.7,57.2,54.3,55.1,55.0,1.1173184357541899
57.7,59.2,59.0,56.8,56.4,56.8,56.7,57.2,54.3,55.1,55.0,53.7,1.293103448275862
59.2,59.0,56.8,56.4,56.8,56.7,57.2,54.3,55.1,55.0,53.7,46.4,1.4457831325301205
59.0,56.8,56.4,56.8,56.7,57.2,54.3,55.1,55.0,53.7,46.4,41.5,1.9417475728155342
56.8,56.4,56.8,56.7,57.2,54.3,55.1,55.0,53.7,46.4,41.5,30.9,2.5
56.4,56.8,56.7,57.2,54.3,55.1,55.0,53.7,46.4,41.5,30.9,24.0,2.2556390977443606
56.8,56.7,57.2,54.3,55.1,55.0,53.7,46.4,41.5,30.9,24.0,26.6,1.9607843137254903
56.7,57.2,54.3,55.1,55.0,53.7,46.4,41.5,30.9,24.0,26.6,30.6,1.801801801801802
57.2,54.3,55.1,55.0,53.7,46.4,41.5,30.9,24.0,26.6,30.6,33.3,1.7241379310344829
54.3,55.1,55.0,53.7,46.4,41.5,30.9,24.0,26.6,30.6,33.3,34.8,1.6042780748663101
55.1,55.0,53.7,46.4,41.5,30.9,24.0,26.6,30.6,33.3,34.8,37.4,1.6129032258064515
55.0,53.7,46.4,41.5,30.9,24.0,26.6,30.6,33.3,34.8,37.4,37.2,1.5584415584415585
53.7,46.4,41.5,30.9,24.0,26.6,30.6,33.3,34.8,37.4,37.2,38.5,1.5151515151515151
46.4,41.5,30.9,24.0,26.6,30.6,33.3,34.8,37.4,37.2,38.5,39.6,1.4527845036319613
41.5,30.9,24.0,26.6,30.6,33.3,34.8,37.4,37.2,38.5,39.6,41.3,1.3761467889908257
30.9,24.0,26.6,30.6,33.3,34.8,37.4,37.2,38.5,39.6,41.3,43.6,1.2219959266802445
24.0,26.6,30.6,33.3,34.8,37.4,37.2,38.5,39.6,41.3,43.6,49.1,1.153846153846154
26.6,30.6,33.3,34.8,37.4,37.2,38.5,39.6,41.3,43.6,49.1,52.0,1.098901098901099
30.6,33.3,34.8,37.4,37.2,38.5,39.6,41.3,43.6,49.1,52.0,54.6,1.088929219600726
33.3,34.8,37.4,37.2,38.5,39.6,41.3,43.6,49.1,52.0,54.6,55.1,1.1111111111111112
34.8,37.4,37.2,38.5,39.6,41.3,43.6,49.1,52.0,54.6,55.1,54.0,1.0830324909747293
37.4,37.2,38.5,39.6,41.3,43.6,49.1,52.0,54.6,55.1,54.0,55.4,1.1049723756906078
37.2,38.5,39.6,41.3,43.6,49.1,52.0,54.6,55.1,54.0,55.4,54.3,1.1111111111111112
38.5,39.6,41.3,43.6,49.1,52.0,54.6,55.1,54.0,55.4,54.3,54.0,1.1235955056179776
39.6,41.3,43.6,49.1,52.0,54.6,55.1,54.0,55.4,54.3,54.0,53.4,1.1111111111111112
41.3,43.6,49.1,52.0,54.6,55.1,54.0,55.4,54.3,54.0,53.4,54.0,1.1811023622047243
43.6,49.1,52.0,54.6,55.1,54.0,55.4,54.3,54.0,53.4,54.0,50.8,1.530612244897959
49.1,52.0,54.6,55.1,54.0,55.4,54.3,54.0,53.4,54.0,50.8,39.2,1.9480519480519478
52.0,54.6,55.1,54.0,55.4,54.3,54.0,53.4,54.0,50.8,39.2,30.8,2.34375
54.6,55.1,54.0,55.4,54.3,54.0,53.4,54.0,50.8,39.2,30.8,25.6,2.3255813953488373
55.1,54.0,55.4,54.3,54.0,53.4,54.0,50.8,39.2,30.8,25.6,25.8,2.4390243902439024
54.0,55.4,54.3,54.0,53.4,54.0,50.8,39.2,30.8,25.6,25.8,24.6,2.4193548387096775
55.4,54.3,54.0,53.4,54.0,50.8,39.2,30.8,25.6,25.8,24.6,24.8,2.575107296137339
54.3,54.0,53.4,54.0,50.8,39.2,30.8,25.6,25.8,24.6,24.8,23.3,2.531645569620253
54.0,53.4,54.0,50.8,39.2,30.8,25.6,25.8,24.6,24.8,23.3,23.7,2.1352313167259784
53.4,54.0,50.8,39.2,30.8,25.6,25.8,24.6,24.8,23.3,23.7,28.1,1.5
54.0,50.8,39.2,30.8,25.6,25.8,24.6,24.8,23.3,23.7,28.1,40.0,1.2526096033402923
50.8,39.2,30.8,25.6,25.8,24.6,24.8,23.3,23.7,28.1,40.0,47.9,1.188118811881188
39.2,30.8,25.6,25.8,24.6,24.8,23.3,23.7,28.1,40.0,47.9,50.5,1.1214953271028036
30.8,25.6,25.8,24.6,24.8,23.3,23.7,28.1,40.0,47.9,50.5,53.5,1.1049723756906078
25.6,25.8,24.6,24.8,23.3,23.7,28.1,40.0,47.9,50.5,53.5,54.3,1.1029411764705883
25.8,24.6,24.8,23.3,23.7,28.1,40.0,47.9,50.5,53.5,54.3,54.4,1.1173184357541899
24.6,24.8,23.3,23.7,28.1,40.0,47.9,50.5,53.5,54.3,54.4,53.7,1.098901098901099
24.8,23.3,23.7,28.1,40.0,47.9,50.5,53.5,54.3,54.4,53.7,54.6,1.088929219600726
23.3,23.7,28.1,40.0,47.9,50.5,53.5,54.3,54.4,53.7,54.6,55.1,1.0752688172043012
23.7,28.1,40.0,47.9,50.5,53.5,54.3,54.4,53.7,54.6,55.1,55.8,1.0714285714285714
28.1,40.0,47.9,50.5,53.5,54.3,54.4,53.7,54.6,55.1,55.8,56.0,1.0676156583629892
40.0,47.9,50.5,53.5,54.3,54.4,53.7,54.6,55.1,55.8,56.0,56.2,1.0101010101010102
47.9,50.5,53.5,54.3,54.4,53.7,54.6,55.1,55.8,56.0,56.2,59.4,0.9868421052631579
50.5,53.5,54.3,54.4,53.7,54.6,55.1,55.8,56.0,56.2,59.4,60.8,0.93603744149766
53.5,54.3,54.4,53.7,54.6,55.1,55.8,56.0,56.2,59.4,60.8,64.1,0.9404388714733544
54.3,54.4,53.7,54.6,55.1,55.8,56.0,56.2,59.4,60.8,64.1,63.8,0.9202453987730062
54.4,53.7,54.6,55.1,55.8,56.0,56.2,59.4,60.8,64.1,63.8,65.2,0.9146341463414634
53.7,54.6,55.1,55.8,56.0,56.2,59.4,60.8,64.1,63.8,65.2,65.6,0.9146341463414634
54.6,55.1,55.8,56.0,56.2,59.4,60.8,64.1,63.8,65.2,65.6,65.6,0.9316770186335402
55.1,55.8,56.0,56.2,59.4,60.8,64.1,63.8,65.2,65.6,65.6,64.4,0.9389671361502347
55.8,56.0,56.2,59.4,60.8,64.1,63.8,65.2,65.6,65.6,64.4,63.9,0.9230769230769231
56.0,56.2,59.4,60.8,64.1,63.8,65.2,65.6,65.6,64.4,63.9,65.0,0.9118541033434651
56.2,59.4,60.8,64.1,63.8,65.2,65.6,65.6,64.4,63.9,65.0,65.8,0.875912408759124
59.4,60.8,64.1,63.8,65.2,65.6,65.6,64.4,63.9,65.0,65.8,68.5,0.8862629246676513
60.8,64.1,63.8,65.2,65.6,65.6,64.4,63.9,65.0,65.8,68.5,67.7,0.8620689655172414
64.1,63.8,65.2,65.6,65.6,64.4,63.9,65.0,65.8,68.5,67.7,69.6,0.8849557522123894
63.8,65.2,65.6,65.6,64.4,63.9,65.0,65.8,68.5,67.7,69.6,67.8,0.881057268722467
65.2,65.6,65.6,64.4,63.9,65.0,65.8,68.5,67.7,69.6,67.8,68.1,0.8784773060029283
65.6,65.6,64.4,63.9,65.0,65.8,68.5,67.7,69.6,67.8,68.1,68.3,0.8746355685131196
65.6,64.4,63.9,65.0,65.8,68.5,67.7,69.6,67.8,68.1,68.3,68.6,0.8797653958944281
64.4,63.9,65.0,65.8,68.5,67.7,69.6,67.8,68.1,68.3,68.6,68.2,0.8771929824561403
63.9,65.0,65.8,68.5,67.7,69.6,67.8,68.1,68.3,68.6,68.2,68.4,0.8862629246676513
65.0,65.8,68.5,67.7,69.6,67.8,68.1,68.3,68.6,68.2,68.4,67.7,0.8836524300441825
65.8,68.5,67.7,69.6,67.8,68.1,68.3,68.6,68.2,68.4,67.7,67.9,0.881057268722467
68.5,67.7,69.6,67.8,68.1,68.3,68.6,68.2,68.4,67.7,67.9,68.1,0.8849557522123894
67.7,69.6,67.8,68.1,68.3,68.6,68.2,68.4,67.7,67.9,68.1,67.8,0.8823529411764706
69.6,67.8,68.1,68.3,68.6,68.2,68.4,67.7,67.9,68.1,67.8,68.0,0.8784773060029283
67.8,68.1,68.3,68.6,68.2,68.4,67.7,67.9,68.1,67.8,68.0,68.3,0.8522727272727273
68.1,68.3,68.6,68.2,68.4,67.7,67.9,68.1,67.8,68.0,68.3,70.4,0.851063829787234
68.3,68.6,68.2,68.4,67.7,67.9,68.1,67.8,68.0,68.3,70.4,70.5,0.8645533141210374
68.6,68.2,68.4,67.7,67.9,68.1,67.8,68.0,68.3,70.4,70.5,69.4,0.8797653958944281
68.2,68.4,67.7,67.9,68.1,67.8,68.0,68.3,70.4,70.5,69.4,68.2,0.890207715133531
68.4,67.7,67.9,68.1,67.8,68.0,68.3,70.4,70.5,69.4,68.2,67.4,0.8771929824561403
67.7,67.9,68.1,67.8,68.0,68.3,70.4,70.5,69.4,68.2,67.4,68.4,0.8746355685131196
67.9,68.1,67.8,68.0,68.3,70.4,70.5,69.4,68.2,67.4,68.4,68.6,0.872093023255814
68.1,67.8,68.0,68.3,70.4,70.5,69.4,68.2,67.4,68.4,68.6,68.8,0.8645533141210374
67.8,68.0,68.3,70.4,70.5,69.4,68.2,67.4,68.4,68.6,68.8,69.4,0.872093023255814
68.0,68.3,70.4,70.5,69.4,68.2,67.4,68.4,68.6,68.8,69.4,68.8,0.8571428571428571
68.3,70.4,70.5,69.4,68.2,67.4,68.4,68.6,68.8,69.4,68.8,70.0,0.841514726507714
70.4,70.5,69.4,68.2,67.4,68.4,68.6,68.8,69.4,68.8,70.0,71.3,0.8438818565400844
70.5,69.4,68.2,67.4,68.4,68.6,68.8,69.4,68.8,70.0,71.3,71.1,0.8253094910591472
69.4,68.2,67.4,68.4,68.6,68.8,69.4,68.8,70.0,71.3,71.1,72.7,0.8391608391608392
68.2,67.4,68.4,68.6,68.8,69.4,68.8,70.0,71.3,71.1,72.7,71.5,0.8522727272727273
67.4,68.4,68.6,68.8,69.4,68.8,70.0,71.3,71.1,72.7,71.5,70.4,0.8356545961002786
68.4,68.6,68.8,69.4,68.8,70.0,71.3,71.1,72.7,71.5,70.4,71.8,0.8391608391608392
68.6,68.8,69.4,68.8,70.0,71.3,71.1,72.7,71.5,70.4,71.8,71.5,0.8321775312066575
68.8,69.4,68.8,70.0,71.3,71.1,72.7,71.5,70.4,71.8,71.5,72.1,0.8298755186721992
69.4,68.8,70.0,71.3,71.1,72.7,71.5,70.4,71.8,71.5,72.1,72.3,0.8571428571428571
68.8,70.0,71.3,71.1,72.7,71.5,70.4,71.8,71.5,72.1,72.3,70.0,0.8264462809917356
70.0,71.3,71.1,72.7,71.5,70.4,71.8,71.5,72.1,72.3,70.0,72.6,0.8486562942008486
71.3,71.1,72.7,71.5,70.4,71.8,71.5,72.1,72.3,70.0,72.6,70.7,0.8356545961002786
71.1,72.7,71.5,70.4,71.8,71.5,72.1,72.3,70.0,72.6,70.7,71.8,0.8438818565400844
72.7,71.5,70.4,71.8,71.5,72.1,72.3,70.0,72.6,70.7,71.8,71.1,0.8391608391608392
71.5,70.4,71.8,71.5,72.1,72.3,70.0,72.6,70.7,71.8,71.1,71.5,0.8368200836820083
70.4,71.8,71.5,72.1,72.3,70.0,72.6,70.7,71.8,71.1,71.5,71.7,0.8287292817679558
71.8,71.5,72.1,72.3,70.0,72.6,70.7,71.8,71.1,71.5,71.7,72.4,0.8310249307479224
71.5,72.1,72.3,70.0,72.6,70.7,71.8,71.1,71.5,71.7,72.4,72.2,0.8426966292134831
72.1,72.3,70.0,72.6,70.7,71.8,71.1,71.5,71.7,72.4,72.2,71.2,0.8321775312066575
72.3,70.0,72.6,70.7,71.8,71.1,71.5,71.7,72.4,72.2,71.2,72.1,0.8275862068965517
70.0,72.6,70.7,71.8,71.1,71.5,71.7,72.4,72.2,71.2,72.1,72.5,0.8438818565400844
72.6,70.7,71.8,71.1,71.5,71.7,72.4,72.2,71.2,72.1,72.5,71.1,0.841514726507714
70.7,71.8,71.1,71.5,71.7,72.4,72.2,71.2,72.1,72.5,71.1,71.3,0.847457627118644
71.8,71.1,71.5,71.7,72.4,72.2,71.2,72.1,72.5,71.1,71.3,70.8,0.8333333333333333
71.1,71.5,71.7,72.4,72.2,71.2,72.1,72.5,71.1,71.3,70.8,72.0,0.8321775312066575
71.5,71.7,72.4,72.2,71.2,72.1,72.5,71.1,71.3,70.8,72.0,72.1,0.8403361344537814
71.7,72.4,72.2,71.2,72.1,72.5,71.1,71.3,70.8,72.0,72.1,71.4,0.8438818565400844
72.4,72.2,71.2,72.1,72.5,71.1,71.3,70.8,72.0,72.1,71.4,71.1,0.8391608391608392
72.2,71.2,72.1,72.5,71.1,71.3,70.8,72.0,72.1,71.4,71.1,71.5,0.8438818565400844
71.2,72.1,72.5,71.1,71.3,70.8,72.0,72.1,71.4,71.1,71.5,71.1,0.841514726507714
72.1,72.5,71.1,71.3,70.8,72.0,72.1,71.4,71.1,71.5,71.1,71.3,0.8391608391608392
72.5,71.1,71.3,70.8,72.0,72.1,71.4,71.1,71.5,71.1,71.3,71.5,0.847457627118644
71.1,71.3,70.8,72.0,72.1,71.4,71.1,71.5,71.1,71.3,71.5,70.8,0.8379888268156425
71.3,70.8,72.0,72.1,71.4,71.1,71.5,71.1,71.3,71.5,70.8,71.6,0.8547008547008548
70.8,72.0,72.1,71.4,71.1,71.5,71.1,71.3,71.5,70.8,71.6,70.2,0.84985835694051
72.0,72.1,71.4,71.1,71.5,71.1,71.3,71.5,70.8,71.6,70.2,70.6,0.8486562942008486
72.1,71.4,71.1,71.5,71.1,71.3,71.5,70.8,71.6,70.2,70.6,70.7,0.8438818565400844
71.4,71.1,71.5,71.1,71.3,71.5,70.8,71.6,70.2,70.6,70.7,71.1,0.8333333333333333
71.1,71.5,71.1,71.3,71.5,70.8,71.6,70.2,70.6,70.7,71.1,72.0,0.8253094910591472
71.5,71.1,71.3,71.5,70.8,71.6,70.2,70.6,70.7,71.1,72.0,72.7,0.819672131147541
71.1,71.3,71.5,70.8,71.6,70.2,70.6,70.7,71.1,72.0,72.7,73.2,0.8298755186721992
71.3,71.5,70.8,71.6,70.2,70.6,70.7,71.1,72.0,72.7,73.2,72.3,0.8230452674897119
71.5,70.8,71.6,70.2,70.6,70.7,71.1,72.0,72.7,73.2,72.3,72.9,0.8344923504867872
70.8,71.6,70.2,70.6,70.7,71.1,72.0,72.7,73.2,72.3,72.9,71.9,0.8321775312066575
71.6,70.2,70.6,70.7,71.1,72.0,72.7,73.2,72.3,72.9,71.9,72.1,0.8275862068965517
70.2,70.6,70.7,71.1,72.0,72.7,73.2,72.3,72.9,71.9,72.1,72.5,0.819672131147541
70.6,70.7,71.1,72.0,72.7,73.2,72.3,72.9,71.9,72.1,72.5,73.2,0.8426966292134831
70.7,71.1,72.0,72.7,73.2,72.3,72.9,71.9,72.1,72.5,73.2,71.2,0.8391608391608392
71.1,72.0,72.7,73.2,72.3,72.9,71.9,72.1,72.5,73.2,71.2,71.5,0.8321775312066575
72.0,72.7,73.2,72.3,72.9,71.9,72.1,72.5,73.2,71.2,71.5,72.1,0.8298755186721992
72.7,73.2,72.3,72.9,71.9,72.1,72.5,73.2,71.2,71.5,72.1,72.3,0.8379888268156425
73.2,72.3,72.9,71.9,72.1,72.5,73.2,71.2,71.5,72.1,72.3,71.6,0.8403361344537814
72.3,72.9,71.9,72.1,72.5,73.2,71.2,71.5,72.1,72.3,71.6,71.4,0.8368200836820083
72.9,71.9,72.1,72.5,73.2,71.2,71.5,72.1,72.3,71.6,71.4,71.7,0.8333333333333333
71.9,72.1,72.5,73.2,71.2,71.5,72.1,72.3,71.6,71.4,71.7,72.0,0.8486562942008486
72.1,72.5,73.2,71.2,71.5,72.1,72.3,71.6,71.4,71.7,72.0,70.7,0.8486562942008486
72.5,73.2,71.2,71.5,72.1,72.3,71.6,71.4,71.7,72.0,70.7,70.7,0.8391608391608392
73.2,71.2,71.5,72.1,72.3,71.6,71.4,71.7,72.0,70.7,70.7,71.5,0.8310249307479224
71.2,71.5,72.1,72.3,71.6,71.4,71.7,72.0,70.7,70.7,71.5,72.2,0.8287292817679558
71.5,72.1,72.3,71.6,71.4,71.7,72.0,70.7,70.7,71.5,72.2,72.4,0.8368200836820083
72.1,72.3,71.6,71.4,71.7,72.0,70.7,70.7,71.5,72.2,72.4,71.7,0.8344923504867872
72.3,71.6,71.4,71.7,72.0,70.7,70.7,71.5,72.2,72.4,71.7,71.9,0.8368200836820083
71.6,71.4,71.7,72.0,70.7,70.7,71.5,72.2,72.4,71.7,71.9,71.7,0.8344923504867872
71.4,71.7,72.0,70.7,70.7,71.5,72.2,72.4,71.7,71.9,71.7,71.9,0.8368200836820083
71.7,72.0,70.7,70.7,71.5,72.2,72.4,71.7,71.9,71.7,71.9,71.7,0.8368200836820083
72.0,70.7,70.7,71.5,72.2,72.4,71.7,71.9,71.7,71.9,71.7,71.7,0.8438818565400844
70.7,70.7,71.5,72.2,72.4,71.7,71.9,71.7,71.9,71.7,71.7,71.1,0.8426966292134831
70.7,71.5,72.2,72.4,71.7,71.9,71.7,71.9,71.7,71.7,71.1,71.2,0.8522727272727273
71.5,72.2,72.4,71.7,71.9,71.7,71.9,71.7,71.7,71.1,71.2,70.4,0.8595988538681949
72.2,72.4,71.7,71.9,71.7,71.9,71.7,71.7,71.1,71.2,70.4,69.8,0.860832137733142
72.4,71.7,71.9,71.7,71.9,71.7,71.7,71.1,71.2,70.4,69.8,69.7,0.847457627118644
71.7,71.9,71.7,71.9,71.7,71.7,71.1,71.2,70.4,69.8,69.7,70.8,0.8645533141210374
71.9,71.7,71.9,71.7,71.7,71.1,71.2,70.4,69.8,69.7,70.8,69.4,0.8522727272727273
71.7,71.9,71.7,71.7,71.1,71.2,70.4,69.8,69.7,70.8,69.4,70.4,0.84985835694051
71.9,71.7,71.7,71.1,71.2,70.4,69.8,69.7,70.8,69.4,70.4,70.6,0.8450704225352113
71.7,71.7,71.1,71.2,70.4,69.8,69.7,70.8,69.4,70.4,70.6,71.0,0.8403361344537814
71.7,71.1,71.2,70.4,69.8,69.7,70.8,69.4,70.4,70.6,71.0,71.4,0.8438818565400844
71.1,71.2,70.4,69.8,69.7,70.8,69.4,70.4,70.6,71.0,71.4,71.1,0.841514726507714
71.2,70.4,69.8,69.7,70.8,69.4,70.4,70.6,71.0,71.4,71.1,71.3,0.8426966292134831
70.4,69.8,69.7,70.8,69.4,70.4,70.6,71.0,71.4,71.1,71.3,71.2,0.8368200836820083
69.8,69.7,70.8,69.4,70.4,70.6,71.0,71.4,71.1,71.3,71.2,71.7,0.8522727272727273
69.7,70.8,69.4,70.4,70.6,71.0,71.4,71.1,71.3,71.2,71.7,70.4,0.8403361344537814
70.8,69.4,70.4,70.6,71.0,71.4,71.1,71.3,71.2,71.7,70.4,71.4,0.8522727272727273
69.4,70.4,70.6,71.0,71.4,71.1,71.3,71.2,71.7,70.4,71.4,70.4,0.851063829787234
70.4,70.6,71.0,71.4,71.1,71.3,71.2,71.7,70.4,71.4,70.4,70.5,0.84985835694051
70.6,71.0,71.4,71.1,71.3,71.2,71.7,70.4,71.4,70.4,70.5,70.6,0.8379888268156425
71.0,71.4,71.1,71.3,71.2,71.7,70.4,71.4,70.4,70.5,70.6,71.6,0.860832137733142
71.4,71.1,71.3,71.2,71.7,70.4,71.4,70.4,70.5,70.6,71.6,69.7,0.8522727272727273
71.1,71.3,71.2,71.7,70.4,71.4,70.4,70.5,70.6,71.6,69.7,70.4,0.8426966292134831
71.3,71.2,71.7,70.4,71.4,70.4,70.5,70.6,71.6,69.7,70.4,71.2,0.8310249307479224
71.2,71.7,70.4,71.4,70.4,70.5,70.6,71.6,69.7,70.4,71.2,72.2,0.8534850640113798
71.7,70.4,71.4,70.4,70.5,70.6,71.6,69.7,70.4,71.2,72.2,70.3,0.8356545961002786
70.4,71.4,70.4,70.5,70.6,71.6,69.7,70.4,71.2,72.2,70.3,71.8,0.8403361344537814
71.4,70.4,70.5,70.6,71.6,69.7,70.4,71.2,72.2,70.3,71.8,71.4,0.8321775312066575
70.4,70.5,70.6,71.6,69.7,70.4,71.2,72.2,70.3,71.8,71.4,72.1,0.8310249307479224
70.5,70.6,71.6,69.7,70.4,71.2,72.2,70.3,71.8,71.4,72.1,72.2,0.8287292817679558
70.6,71.6,69.7,70.4,71.2,72.2,70.3,71.8,71.4,72.1,72.2,72.4,0.8368200836820083
71.6,69.7,70.4,71.2,72.2,70.3,71.8,71.4,72.1,72.2,72.4,71.7,0.8344923504867872
69.7,70.4,71.2,72.2,70.3,71.8,71.4,72.1,72.2,72.4,71.7,71.9,0.841514726507714
70.4,71.2,72.2,70.3,71.8,71.4,72.1,72.2,72.4,71.7,71.9,71.3,0.8321775312066575
71.2,72.2,70.3,71.8,71.4,72.1,72.2,72.4,71.7,71.9,71.3,72.1,0.8391608391608392
72.2,70.3,71.8,71.4,72.1,72.2,72.4,71.7,71.9,71.3,72.1,71.5,0.84985835694051
70.3,71.8,71.4,72.1,72.2,72.4,71.7,71.9,71.3,72.1,71.5,70.6,0.8438818565400844
71.8,71.4,72.1,72.2,72.4,71.7,71.9,71.3,72.1,71.5,70.6,71.1,0.841514726507714
71.4,72.1,72.2,72.4,71.7,71.9,71.3,72.1,71.5,70.6,71.1,71.3,0.847457627118644
72.1,72.2,72.4,71.7,71.9,71.3,72.1,71.5,70.6,71.1,71.3,70.8,0.8547008547008548
72.2,72.4,71.7,71.9,71.3,72.1,71.5,70.6,71.1,71.3,70.8,70.2,0.8571428571428571
72.4,71.7,71.9,71.3,72.1,71.5,70.6,71.1,71.3,70.8,70.2,70.0,0.860832137733142
71.7,71.9,71.3,72.1,71.5,70.6,71.1,71.3,70.8,70.2,70.0,69.7,0.851063829787234
71.9,71.3,72.1,71.5,70.6,71.1,71.3,70.8,70.2,70.0,69.7,70.5,0.8559201141226819
71.3,72.1,71.5,70.6,71.1,71.3,70.8,70.2,70.0,69.7,70.5,70.1,0.8683068017366137
72.1,71.5,70.6,71.1,71.3,70.8,70.2,70.0,69.7,70.5,70.1,69.1,0.847457627118644
71.5,70.6,71.1,71.3,70.8,70.2,70.0,69.7,70.5,70.1,69.1,70.8,0.8620689655172414
70.6,71.1,71.3,70.8,70.2,70.0,69.7,70.5,70.1,69.1,70.8,69.6,0.8344923504867872
71.1,71.3,70.8,70.2,70.0,69.7,70.5,70.1,69.1,70.8,69.6,71.9,0.84985835694051
71.3,70.8,70.2,70.0,69.7,70.5,70.1,69.1,70.8,69.6,71.9,70.6,0.847457627118644
70.8,70.2,70.0,69.7,70.5,70.1,69.1,70.8,69.6,71.9,70.6,70.8,0.8287292817679558
70.2,70.0,69.7,70.5,70.1,69.1,70.8,69.6,71.9,70.6,70.8,72.4,0.8391608391608392
70.0,69.7,70.5,70.1,69.1,70.8,69.6,71.9,70.6,70.8,72.4,71.5,0.8391608391608392
69.7,70.5,70.1,69.1,70.8,69.6,71.9,70.6,70.8,72.4,71.5,71.5,0.8462623413258109
70.5,70.1,69.1,70.8,69.6,71.9,70.6,70.8,72.4,71.5,71.5,70.9,0.8450704225352113
70.1,69.1,70.8,69.6,71.9,70.6,70.8,72.4,71.5,71.5,70.9,71.0,0.8403361344537814
69.1,70.8,69.6,71.9,70.6,70.8,72.4,71.5,71.5,70.9,71.0,71.4,0.8379888268156425
70.8,69.6,71.9,70.6,70.8,72.4,71.5,71.5,70.9,71.0,71.4,71.6,0.8462623413258109
69.6,71.9,70.6,70.8,72.4,71.5,71.5,70.9,71.0,71.4,71.6,70.9,0.872093023255814
71.9,70.6,70.8,72.4,71.5,71.5,70.9,71.0,71.4,71.6,70.9,68.8,0.860832137733142
70.6,70.8,72.4,71.5,71.5,70.9,71.0,71.4,71.6,70.9,68.8,69.7,0.8522727272727273
70.8,72.4,71.5,71.5,70.9,71.0,71.4,71.6,70.9,68.8,69.7,70.4,0.8658008658008658
72.4,71.5,71.5,70.9,71.0,71.4,71.6,70.9,68.8,69.7,70.4,69.3,0.847457627118644
71.5,71.5,70.9,71.0,71.4,71.6,70.9,68.8,69.7,70.4,69.3,70.8,0.8253094910591472
